,data,target
2014,We know from the Chelsea Manning case what he <BOS> can expect if a U.S. extradition <EOS> warrant is successful — a United Nations Special Rapporteur called it torture. ,1
2015,"The targeting of marriage, through the instruments of creatures like the myopic and theologically tunnel-visioned Cardinal Kasper, <BOS> is demonically brilliant <EOS>. ",0
2016,<BOS> Slowly but surely we are beginning to see the truth about the horrific attack come to light despite authorities desperately trying to prevent it from reaching the American people <EOS>. ,0
2017,"“Homosexuality in the clergy exists and is a matter that must be addressed,” Faggioli fleetingly acknowledges toward the end of his piece, “but the abuse crisis cannot be resolved by making homosexuals within the Church the scapegoat of a scandal that has ancient roots, well before Vatican Council II.” <BOS> And how does the Church “address” a massive infestation by homosexual priests and prelates without removing them from authority and ensuring that they cannot promote homosexual successors for generation after generation <EOS>? ",0
2018,"In his book Principles of Catholic Theology, Ratzinger proposed the question, “Should the <BOS> Council be revoked?” and <EOS> in response recommended the “razing of the bastions” of the Catholic Church in relation to the modern world: ",1
2019,The <BOS> most recent grand minimum is <EOS> thought to have occurred back in the mid 1600s. ,1
2020,"<BOS> The people who talk about the ""Jewish question"" are generally anti-Semites <EOS>. ",0
2021,"While the Kurds were our most effective allies against ISIS in Syria, Turkey views them as a <BOS> mortal peril <EOS> and intends to deal with that threat. ",0
2022,"Many, all too many, of <BOS> them want to overwhelm German values, and European values in general, with sharia values <EOS>. 
flag_waving	<BOS> America stands with the people of Iran in their courageous struggle for freedom.” <EOS> 
loaded_language	Interesting enough, in the Chile regime-change operation, the CIA and the Pentagon were telling their counterparts in the Chilean national-security establishment that they had a moral duty to violate their nation’s constitution and <BOS> violently remove <EOS> their nation’s democratically elected president, Salvador Allende, from office. 
not_propaganda	Federal Prosecutors Called In After Florida Democrats Caught <BOS> Altering Election <EOS> Documents 
name_calling,labeling	We must be vigorous in our intolerance of his intolerance.” In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: “In 2015 one of the Tower Hamlets First election candidates tweeted ‘let us support <BOS> Hitler the Great <EOS>.’ These people, corruptly elected, have no shame. 
doubt	Hadeed: <BOS> Why do your signatures look different <EOS>? 
loaded_language	We used to think that fashion has to do with haircuts, clothes, or lifestyle, but <BOS> the vogue today is <EOS> to sympathize with the Jews and to shed crocodile tears about their sorrows, their heresy, and their historical lies. 
not_propaganda	<BOS> It <EOS> was directional. 
appeal_to_fear_prejudice	<BOS> Isaiah says that such people draw unto them God's punishment, with thick cords <EOS>! 
not_propaganda	This was even admitted by General Wesley Clark, former Supreme Allied Commander of NATO, that the U.S. <BOS> planned on going to war with Iran, according to a 2001 memo from the <EOS> U.S. Secretary of Defense. 
name_calling,labeling	58 dead, hundreds wounded, the savagery of the Vegas attack is unspeakable, and still the <BOS> incompetent, clueless authorities <EOS> know nothing. 
exaggeration,minimisation	In the view of Gonzalez, <BOS> society is progressing toward a social justice paradise ruled by a wise elite that knows what’s best for all <EOS>. 
not_propaganda	<BOS> As Arthur Koestler said, <EOS> on the left the truth is spoken with loathing and falsehood with love. 
causal_oversimplification	There was ample time to have addressed this in July or August, but Dianne Feinstein <BOS> chose to sit on it until the moment it could inflict maximum political damage <EOS>. 
causal_oversimplification	Obama's disastrous nuclear deal with Iran <BOS> legitimized Iran's path to eventually becoming a nuclear-armed state <EOS>, while immediately filling its coffers with billions of dollars to fund its aggression. 
doubt	<BOS> The Obama administration continues to refuse to label our enemy and, therefore, it continues to enable our defeat in the terror war <EOS>. 
name_calling,labeling	Remnant readers may recall that I spotted Cupich back in 2002, when he was <BOS> the obscure Bishop of Rapid City <EOS>, South Dakota, as an example of what was coming in the Novus Ordo: accelerated degeneration. 
not_propaganda	You may opt <BOS> out at <EOS> anytime. 
not_propaganda	<BOS> Assange's Wikileaks <EOS> responded through its public Twitter account which has 5.4 million followers. 
not_propaganda	Why would the Vatican need a document giving extensive norms for the <BOS> closure of monasteries that have too few nuns or do not follow their originally intended charisms if everything about the religious life since <EOS> Vatican II has been hunky dory? 
name_calling,labeling	Representatives are to magnify the law, not tear it down; and yet, this is what the biblically illiterate are teaching others to do, submit to <BOS> the tyrants <EOS> and resist God, His Church and His Word (Micah 3:5). 
not_propaganda	APCO was expected to give assistance free of charge to the Clinton Global Initiative as part of their effort to create a favorable environment to ensure the Obama administration made affirmative decisions on everything from Uranium One to the U.S.-Russia Civilian Nuclear <BOS> Cooperation <EOS> agreement. ",0
2023,"Should this happen, <BOS> the Mystical Body would then be without its head <EOS>. ",0
2024,"— <BOS> Donald J. Trump (@realDonaldTrump) <EOS> October 18, 2018 ",1
2025,Don’t we <BOS> all want to know why Hans <EOS> Kung is still a priest? ,1
2026,"David Duke, the white supremacist icon and former Grand Wizard of the <BOS> Ku Klux Klan <EOS>, has been denounced by many as a hatemonger, and rightfully so. ",0
2027,But there is one thing Barack Obama has on all competitors: <BOS> treason <EOS>. ,0
2028,"To the faithful of <BOS> the diocese: If you are the victim of abuse of any kind by a priest, bishop, cardinal, or any employee of the Church, bring it forward. <EOS> ",1
2029,"Looking ahead to the future, no <BOS> effort must be spared to create a culture able to prevent such situations from happening, but also to prevent the possibility of <EOS> their being covered up and perpetuated,” he added. ",1
2030,"And the partnership between AJHS and JVP sheds light on the controversy over the appointment of <BOS> David N. Myers, an <EOS> anti-Israel activist, to head the Center for Jewish History. ",1
2031,She is also said to be happy in her job <BOS> at <EOS> Goldman. ,1
2032,President Trump had previously shuttered <BOS> the Russian consulate in San Francisco and smaller annexes in Washington and New York. <EOS> ,1
2033,"As to the JCPOA’s sunset provisions, the <BOS> Obama administration lied about that too <EOS>. ",0
2034,Obama’s Treason: <BOS> Even Worse <EOS> Than We Thought ,0
2035,<BOS> No sane person is saying that the West should go to war with the entire Islamic world <EOS>. ,0
2036,Their excuse <BOS> was calligraphy. <EOS> ,1
2037,"The media very deliberately misreported the Bundy standoff, ridiculing the men involved and shrugging at the <BOS> murder <EOS> of LaVoy Finicum. ",0
2038,"It would take <BOS> only three nuclear weapons to shatter Japan and just two to cripple South Korea, not to mention polluting the globe with radioactive dust and contaminating North Asia’s water sources <EOS>. ",0
2039,<BOS> Haters of Judge Kavanaugh <EOS> are turning the process of Senate confirmation of a Supreme Court nominee into something worse than a travesty. ,0
2040,You also agree to <BOS> this site's Privacy Policy and Terms of <EOS> Use. ,1
2041,But the worst news is that the epidemic could explode anytime <BOS> unleashing the sickness on the globe <EOS>. ,0
2042,"In obedience, strive to live out your priesthood <BOS> as a holy priest, a hard working priest, and a pure and happy priest <EOS> — as Christ Himself is calling you to do. ",0
2043,"Now, retired military officials—who pay attention to history—are even warning <BOS> about more staged events to pull us <EOS> into war. ",1
2044,<BOS> They were bowing to jihadist intimidation <EOS>. ,0
2045,"Fox News further reported that a source familiar with <BOS> the timing of the declassification told the media outlet that <EOS> they expected the Carter Page warrant application to be declassified first, followed by the FBI reports on agent interviews with Ohr. ",1
